slug,patreon_url,keywords_count,keywords_found,Graphtreon,Name,Category,Patrons,Earnings,Range,Is Nsfw,Facebook Likes,Twitter Followers,Youtube Subscribers,Youtube Videos,Youtube Views
sixthsealnewsandtalk,https://www.patreon.com/sixthsealnewsandtalk/overview,2,journalist;reporting,https://graphtreon.com/creator/sixthsealnewsandtalk,James J. Tsidkenu,Video,5,34.01,month,0,,3051,18111,374,4765141
AlexDickWriting,https://www.patreon.com/AlexDickWriting/overview,1,journalist,https://graphtreon.com/creator/AlexDickWriting,Alex Dick,Writing,5,6.84,month,0,,481,,,
thestorytellermedia,https://www.patreon.com/thestorytellermedia/overview,1,journalism,https://graphtreon.com/creator/thestorytellermedia,The Storyteller Media,Music,4,19.59,month,0,740,78,,,
PaulineCampos,https://www.patreon.com/PaulineCampos/overview,1,journalist,https://graphtreon.com/creator/PaulineCampos,Pauline Campos,Writing,5,6.13,month,0,1162,13229,,,
matthewgault23,https://www.patreon.com/matthewgault23/overview,2,journalism;journalist,https://graphtreon.com/creator/matthewgault23,Matthew Gault,Podcasts,5,4.66,month,0,198,1049,,,
FirstoftheMonth,https://www.patreon.com/FirstoftheMonth/overview,1,journalism,https://graphtreon.com/creator/FirstoftheMonth,Benj DeMott & First of the Month Writers' Collective,Magazine,5,91.72,month,0,,8,,,
DarkJustice,https://www.patreon.com/DarkJustice/overview,2,investigative;investigation,https://graphtreon.com/creator/DarkJustice,Dark Justice,Video,5,4.54,month,0,191319,5894,30531,51,5586594
GarnetHenderson,https://www.patreon.com/GarnetHenderson/overview,1,investigative,https://graphtreon.com/creator/GarnetHenderson,Garnet Henderson,Dance & Theater,5,82.22,month,0,,1003,7,9,5837
TinaVasquez,https://www.patreon.com/TinaVasquez/overview,1,reporting,https://graphtreon.com/creator/TinaVasquez,Tina Vasquez,Writing,5,31.66,month,0,,,,,
lisachu,https://www.patreon.com/lisachu/overview,2,journalism;journalist,https://graphtreon.com/creator/lisachu,Lisa Chu,Writing,5,,month,0,147,357,,,
allthesins,https://www.patreon.com/allthesins/overview,1,journalism,https://graphtreon.com/creator/allthesins,all the sins,Magazine,5,38.7,issue,0,354,365,0,4,123
trollingwithlogic,https://www.patreon.com/trollingwithlogic/overview,1,journalist,https://graphtreon.com/creator/trollingwithlogic,Trolling With Logic,Podcasts,5,11.7,episode uploaded,0,,948,3482,195,146605
pidgiwiki,https://www.patreon.com/pidgiwiki/overview,1,journalist,https://graphtreon.com/creator/pidgiwiki,Matthew Verive,Games,5,12.91,month,0,,1081,,,
accountable,https://www.patreon.com/accountable/overview,2,journalism;investigative,https://graphtreon.com/creator/accountable,Khairil Yusof,Video,5,49.58,month,0,31,1692,,,
mentionmapp,https://www.patreon.com/mentionmapp/overview,1,investigation,https://graphtreon.com/creator/mentionmapp,Mentionmapp Analytics,,5,64.23,month,0,45,,37,12,1750
peiken,https://www.patreon.com/peiken/overview,1,journalist,https://graphtreon.com/creator/peiken,Matt,Video,5,24.3,creation,0,,,,,
amandabatty,https://www.patreon.com/amandabatty/overview,1,journalism,https://graphtreon.com/creator/amandabatty,Amanda Batty,Video,5,60.7,month,0,,5320,133,21,13910
missflynn,https://www.patreon.com/missflynn/overview,1,reporting,https://graphtreon.com/creator/missflynn,Missflynn,Video,5,,month,0,394,1668,204,3,661
themillennialfreelancer,https://www.patreon.com/themillennialfreelancer/overview,1,journalism,https://graphtreon.com/creator/themillennialfreelancer,The Millennial Freelancer,Writing,5,,month,0,791,3416,,,
darkmoon,https://www.patreon.com/darkmoon/overview,1,investigation,https://graphtreon.com/creator/darkmoon,Mike Finkelstein,Comics,5,26.99,month,0,,80,4,15,90
storiesofapple,https://www.patreon.com/storiesofapple/overview,1,journalist,https://graphtreon.com/creator/storiesofapple,Stories of Apple,Video,5,8.21,month,0,,133,,,
thenews,https://www.patreon.com/thenews/overview,1,reporter,https://graphtreon.com/creator/thenews,TheNews.fm,Adult Podcasts,5,23.4,Episode,1,,56,4,0,0
BradHoff,https://www.patreon.com/BradHoff/overview,3,journalism;journalist;investigative,https://graphtreon.com/creator/BradHoff,Brad Hoff,,5,,creation,0,,1765,,,
desiree0rodriguez,https://www.patreon.com/desiree0rodriguez/overview,1,journalism,https://graphtreon.com/creator/desiree0rodriguez,Desiree,Comics,5,,creation,0,,1810,,,
acoscast,https://www.patreon.com/acoscast/overview,2,journalism;journalist,https://graphtreon.com/creator/acoscast,Paul Rissen,Writing,5,19.8,episode,0,12,67,,,
luckydean,https://www.patreon.com/luckydean/overview,1,journalist,https://graphtreon.com/creator/luckydean,Dean Hutton,Photography,5,62.22,month,0,,1782,92,54,57521
mxdwn,https://www.patreon.com/mxdwn/overview,3,journalism;reporting;investigative,https://graphtreon.com/creator/mxdwn,mxdwn.com,Music,5,12.78,month,0,3184,9046,,,
tvconfidential,https://www.patreon.com/tvconfidential/overview,1,journalist,https://graphtreon.com/creator/tvconfidential,ed robertson,Video,5,,month,0,5326,525,50,69,40490
markvallen,https://www.patreon.com/markvallen/overview,1,journalism,https://graphtreon.com/creator/markvallen,Mark Vallen,Drawing & Painting,5,,month,0,,294,,,
overwatchscore,https://www.patreon.com/overwatchscore/overview,1,journalist,https://graphtreon.com/creator/overwatchscore,Overwatch Score,Games,5,,month,0,579,1328,,,
beesononbeer,https://www.patreon.com/beesononbeer/overview,3,journalism;journalist;reporter,https://graphtreon.com/creator/beesononbeer,Beeson On Beer,Writing,5,13.31,month,0,250,1230,,,
glmercer,https://www.patreon.com/glmercer/overview,1,journalist,https://graphtreon.com/creator/glmercer,G. L. Mercer,,5,22.13,month,0,,3,,,
ConflictNews,https://www.patreon.com/ConflictNews/overview,4,journalism;journalist;reporter;reporting,https://graphtreon.com/creator/ConflictNews,Conflict News,Adult Writing,5,22.45,month,1,12793,253612,84,9,18353
lartra,https://www.patreon.com/lartra/overview,2,journalist;reporter,https://graphtreon.com/creator/lartra,Leeland Artra,Writing,5,,month,0,3501,65224,16,25,737
israeltruthweek,https://www.patreon.com/israeltruthweek/overview,1,reporter,https://graphtreon.com/creator/israeltruthweek,Mark Vandermaas,Video,5,58.94,month,0,467,811,,,
NSXI,https://www.patreon.com/NSXI/overview,1,journalism,https://graphtreon.com/creator/NSXI,Northern Starting XI,Podcasts,5,9.1,month,0,76,855,,,
DRONR,https://www.patreon.com/DRONR/overview,1,reporting,https://graphtreon.com/creator/DRONR,DRONR,Video,4,10.28,month,0,,177,9322393,618,1668467821
theglobalgrid,https://www.patreon.com/theglobalgrid/overview,2,journalism;reporter,https://graphtreon.com/creator/theglobalgrid,The Global Grid,Writing,5,26.64,month,0,3993,7103,3,27,503
ReinaDeLaIsla,https://www.patreon.com/ReinaDeLaIsla/overview,2,journalism;reporting,https://graphtreon.com/creator/ReinaDeLaIsla,Angelica Rodriguez,Adult Writing,4,9.08,month,1,,2106,,,
mmlscommentaries,https://www.patreon.com/mmlscommentaries/overview,2,journalism;journalist,https://graphtreon.com/creator/mmlscommentaries,Matt MML Lucas,Video,5,11.88,month,0,,0,1185,34,31606
whaleontheweb,https://www.patreon.com/whaleontheweb/overview,3,journalism;reporter;investigative,https://graphtreon.com/creator/whaleontheweb,whaleontheweb.com,Comics,5,27.55,month,0,,228,3,6,135
KennedyFinance,https://www.patreon.com/KennedyFinance/overview,1,investigation,https://graphtreon.com/creator/KennedyFinance,Kennedy Financial,Video,5,37.85,month,0,804,830,1060,403,117501
uberchain,https://www.patreon.com/uberchain/overview,3,journalism;journalist;investigation,https://graphtreon.com/creator/uberchain,Ness Delacroix,Video,5,7.35,month,0,,3256,20599,43,4770156
treygraham,https://www.patreon.com/treygraham/overview,1,journalist,https://graphtreon.com/creator/treygraham,Trey Graham,Dance & Theater,5,,month,0,,15925,,,
UndividedSpace,https://www.patreon.com/UndividedSpace/overview,1,journalist,https://graphtreon.com/creator/UndividedSpace,Undivided.Space,Podcasts,5,,month,0,6,,,,
StellaLunaMediaMusic,https://www.patreon.com/StellaLunaMediaMusic/overview,1,reporter,https://graphtreon.com/creator/StellaLunaMediaMusic,Stella Luna Media Music,Music,5,19.66,month,0,121,,,,
chulu,https://www.patreon.com/chulu/overview,1,journalism,https://graphtreon.com/creator/chulu,Henrik Chulu,,5,17.05,month,0,1510,3437,,,
drbaughman,https://www.patreon.com/drbaughman/overview,1,journalism,https://graphtreon.com/creator/drbaughman,Dr. Rhonda Baughman,Adult Writing,4,,month,1,,,,,
joeglass,https://www.patreon.com/joeglass/overview,1,reporting,https://graphtreon.com/creator/joeglass,Joe Glass,Comics,5,13.51,month,0,3968,2466,,,
politicalmayhem,https://www.patreon.com/politicalmayhem/overview,2,journalism;journalist,https://graphtreon.com/creator/politicalmayhem,Prissy Holly & Liberty Belle,Video,4,22.53,month,0,,,,,
thebibliofile,https://www.patreon.com/thebibliofile/overview,1,journalism,https://graphtreon.com/creator/thebibliofile,Nigel Beale,Podcasts,5,,Show,0,,1735,5,18,6950
hwdykym,https://www.patreon.com/hwdykym/overview,1,reporting,https://graphtreon.com/creator/hwdykym,How Well Do You Know Your Moon,Writing,3,15.91,month,0,375,,,,
DFTM,https://www.patreon.com/DFTM/overview,1,journalism,https://graphtreon.com/creator/DFTM,Jessica Bellamy,Video,5,38.84,month,0,251,613,94,11,1670
thelfshow,https://www.patreon.com/thelfshow/overview,2,reporter;reporting,https://graphtreon.com/creator/thelfshow,The Laura Flanders Show,Video,5,41.9,month,0,17969,8193,0,2740,4699126
funfairblog,https://www.patreon.com/funfairblog/overview,1,journalist,https://graphtreon.com/creator/funfairblog,Funfair Blog,Video,4,17.91,month,0,2444,,4698,236,865553
tribulation,https://www.patreon.com/tribulation/overview,1,journalist,https://graphtreon.com/creator/tribulation,Tribulation,Podcasts,5,27,episode,0,250,389,,,
phidippusproject,https://www.patreon.com/phidippusproject/overview,1,reporting,https://graphtreon.com/creator/phidippusproject,Phidippus Project,Video,5,19.06,month,0,17085,,1150,48,46215
SpielmitStil,https://www.patreon.com/SpielmitStil/overview,1,reporting,https://graphtreon.com/creator/SpielmitStil,SpielmitStil,Music,5,33.64,month,0,,283,624,575,60654
XandArts,https://www.patreon.com/XandArts/overview,1,investigation,https://graphtreon.com/creator/XandArts,XandArts,Adult Games,5,26.64,month,1,164,937,,,
iamsamson,https://www.patreon.com/iamsamson/overview,1,journalist,https://graphtreon.com/creator/iamsamson,Samson,Games,5,7.68,month,0,,1423,198,304,23401
FrogE_Style,https://www.patreon.com/FrogE_Style/overview,1,journalist,https://graphtreon.com/creator/FrogE_Style,FrogE Style Productions,Podcasts,5,16.6,month,0,,839,,,
ufobrostv,https://www.patreon.com/ufobrostv/overview,1,investigation,https://graphtreon.com/creator/ufobrostv,UFO BROS,Podcasts,5,,month,0,452,2624,224,86,23801
lakesbusinessnews,https://www.patreon.com/lakesbusinessnews/overview,1,journalist,https://graphtreon.com/creator/lakesbusinessnews,Lakes Business News,,5,,month,0,602,159,,,
atariarchive,https://www.patreon.com/atariarchive/overview,2,journalist;reporting,https://graphtreon.com/creator/atariarchive,Kevin Bunch,Games,5,18.01,month,0,,320,,,
tipherethoracle,https://www.patreon.com/tipherethoracle/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/tipherethoracle,Ani Kaspar,Video,4,31.55,month,0,80,0,,,
stacebird,https://www.patreon.com/stacebird/overview,1,journalism,https://graphtreon.com/creator/stacebird,Stacey Hollis,Podcasts,6,60.34,,0,,1021,794111,1318,379555312
Aaox,https://www.patreon.com/Aaox/overview,1,journalist,https://graphtreon.com/creator/Aaox,Aaox,Games,5,78.25,month,0,52,271,7600,89,318535
gumshoe,https://www.patreon.com/gumshoe/overview,1,journalist,https://graphtreon.com/creator/gumshoe,Chris Parker & Marcus Wilson,,5,14.32,month,0,61,7,,,
celmacosta,https://www.patreon.com/celmacosta/overview,1,investigation,https://graphtreon.com/creator/celmacosta,Celma Costa,Drawing & Painting,4,13.69,month,0,,,,,
ThePeaceOnDrugs,https://www.patreon.com/ThePeaceOnDrugs/overview,1,journalist,https://graphtreon.com/creator/ThePeaceOnDrugs,The Peace on Drugs,Video,2,,month,0,157796,,,,
forthelbc,https://www.patreon.com/forthelbc/overview,2,journalism;journalist,https://graphtreon.com/creator/forthelbc,FORTHE Long Beach,Video,6,83.11,month,0,274,29,,,
mixedupmedia,https://www.patreon.com/mixedupmedia/overview,1,journalism,https://graphtreon.com/creator/mixedupmedia,Lorette C. Luzajic,Writing,5,,month,0,,,,,
lanpitts,https://www.patreon.com/lanpitts/overview,1,journalist,https://graphtreon.com/creator/lanpitts,Lan Pitts,Comics,5,,month,0,,1618,,,
insanethrottle,https://www.patreon.com/insanethrottle/overview,1,journalist,https://graphtreon.com/creator/insanethrottle,Insane Throttle Biker News,Video,3,,month,0,7715,792,4776,57,518605
photopigs,https://www.patreon.com/photopigs/overview,2,journalist;reporter,https://graphtreon.com/creator/photopigs,photopigs,Photography,5,14.75,month,0,172,32,4,3,20
SpaceDoctorPhD,https://www.patreon.com/SpaceDoctorPhD/overview,2,journalism;journalist,https://graphtreon.com/creator/SpaceDoctorPhD,Anastasia Valens,Video,4,9.9,creation,0,,3135,1030,16,74676
wolfsterstales,https://www.patreon.com/wolfsterstales/overview,1,reporter,https://graphtreon.com/creator/wolfsterstales,Arc Wolfster,Adult Games,4,23.22,month,1,,2612,,,
yourprepsports,https://www.patreon.com/yourprepsports/overview,1,journalist,https://graphtreon.com/creator/yourprepsports,Your Prep Sports,,3,,month,0,549,765,,,
GULLYTV,https://www.patreon.com/GULLYTV/overview,1,journalism,https://graphtreon.com/creator/GULLYTV,GULLY TV,Music,4,10.8,,0,2232,7801,45244,443,5881323
neofeud,https://www.patreon.com/neofeud/overview,1,journalism,https://graphtreon.com/creator/neofeud,Christian Miller,Games,3,20.18,month,0,194,3989,244,172,244125
commonnotions,https://www.patreon.com/commonnotions/overview,1,reporting,https://graphtreon.com/creator/commonnotions,Common Notions,,4,,month,0,1253,1066,,,
aliencontent,https://www.patreon.com/aliencontent/overview,1,reporter,https://graphtreon.com/creator/aliencontent,AlienContent,Video,4,23.04,month,0,,,,,
brightthemag,https://www.patreon.com/brightthemag/overview,2,journalism;reporting,https://graphtreon.com/creator/brightthemag,Sarika Bansal,Magazine,4,39.6,month,0,1514,2400,,,
theleveller,https://www.patreon.com/theleveller/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/theleveller,The Leveller,Writing,3,27.06,month,0,,,,,
AlBoeNEWS,https://www.patreon.com/AlBoeNEWS/overview,2,reporter;reporting,https://graphtreon.com/creator/AlBoeNEWS,AlBoeNEWS,,4,,month,0,667,61995,,,
scitydreamer,https://www.patreon.com/scitydreamer/overview,1,journalism,https://graphtreon.com/creator/scitydreamer,scitydreamer,Games,4,14.4,month,0,,104,,,
heidihoughauthor,https://www.patreon.com/heidihoughauthor/overview,1,journalist,https://graphtreon.com/creator/heidihoughauthor,Heidi Hough,Writing,4,41.57,month,0,,202,,,
officialamericasteam,https://www.patreon.com/officialamericasteam/overview,1,reporting,https://graphtreon.com/creator/officialamericasteam,Official America's Team,Writing,4,45.32,month,0,,712,,,
theouthousers,https://www.patreon.com/theouthousers/overview,1,journalism,https://graphtreon.com/creator/theouthousers,The Outhouse,Comics,4,11.76,month,0,4306,,,,
SHUTTERSHOT45,https://www.patreon.com/SHUTTERSHOT45/overview,1,reporting,https://graphtreon.com/creator/SHUTTERSHOT45,SHUTTERSHOT45,Video,4,3.64,month,0,,1008,61356,434,31525332
frapstery,https://www.patreon.com/frapstery/overview,1,journalist,https://graphtreon.com/creator/frapstery,Frapstery,Video,4,12.23,month,0,78,407,,,
geopolitics,https://www.patreon.com/geopolitics/overview,1,investigation,https://graphtreon.com/creator/geopolitics,Covert Geopolitics,Video,4,2.99,month,0,7361,900,350,8,25557
gemmafiles,https://www.patreon.com/gemmafiles/overview,1,journalist,https://graphtreon.com/creator/gemmafiles,Gemma  Files,Video,4,67.56,month,0,,1961,,,
sable_fable,https://www.patreon.com/sable_fable/overview,1,journalist,https://graphtreon.com/creator/sable_fable,Sable Fable,Games,4,3.6,Major Update,0,,53,,,
crimeandstuff,https://www.patreon.com/crimeandstuff/overview,1,journalist,https://graphtreon.com/creator/crimeandstuff,Crime&Stuff,Podcasts,4,,month,0,253,79,,,
XalavierMakesWords,https://www.patreon.com/XalavierMakesWords/overview,1,journalist,https://graphtreon.com/creator/XalavierMakesWords,Xalavier Nelson Jr.,Games,4,9.32,month,0,,,190,603,26140
jaredmunn,https://www.patreon.com/jaredmunn/overview,1,journalist,https://graphtreon.com/creator/jaredmunn,jared munn,Drawing & Painting,4,3.71,month,0,206,,,,
icecreamfactory,https://www.patreon.com/icecreamfactory/overview,1,journalist,https://graphtreon.com/creator/icecreamfactory,Kaan,Music,4,13.55,month,0,86,17,9,23,842
TheHitch,https://www.patreon.com/TheHitch/overview,2,journalism;reporting,https://graphtreon.com/creator/TheHitch,The Hitch,,4,15.67,month,0,1142,429,,,
christiankrecks,https://www.patreon.com/christiankrecks/overview,1,investigation,https://graphtreon.com/creator/christiankrecks,Christian Krecks,Writing,4,8.06,month,0,309,310,,,
alangforsythe,https://www.patreon.com/alangforsythe/overview,1,journalist,https://graphtreon.com/creator/alangforsythe,Bourbon&Bullets,Video,4,,creation,0,20,,,,
takingthecharge,https://www.patreon.com/takingthecharge/overview,1,journalist,https://graphtreon.com/creator/takingthecharge,David Hein,Podcasts,4,19.01,month,0,,3757,,,
esbolshakow,https://www.patreon.com/esbolshakow/overview,1,journalist,https://graphtreon.com/creator/esbolshakow,e.s.bolshakow,,4,3.6,creation,0,,582,,,
f1restart3rr,https://www.patreon.com/f1restart3rr/overview,1,journalism,https://graphtreon.com/creator/f1restart3rr,Red Lockett,Writing,4,26.25,month,0,128,,,,
vickyefisher,https://www.patreon.com/vickyefisher/overview,1,journalist,https://graphtreon.com/creator/vickyefisher,Vickye Fisher,Writing,4,22.5,creation,0,,,,,
DakotaCurry,https://www.patreon.com/DakotaCurry/overview,1,journalist,https://graphtreon.com/creator/DakotaCurry,JustDakota,Adult Drawing & Painting,4,7.2,Painting Video,1,80,71,3,8,169
SeattleAstronomy,https://www.patreon.com/SeattleAstronomy/overview,1,journalist,https://graphtreon.com/creator/SeattleAstronomy,Seattle Astronomy,Writing,3,17.76,month,0,550,1947,,,
bruelladeville,https://www.patreon.com/bruelladeville/overview,2,journalism;journalist,https://graphtreon.com/creator/bruelladeville,Bruella Deville,Video,4,68.38,month,0,,1771,604,17,11437
iknowjojo,https://www.patreon.com/iknowjojo/overview,1,journalism,https://graphtreon.com/creator/iknowjojo,Jo Whitby,Comics,4,22.5,creation,0,178,857,,,
DavidLevitz,https://www.patreon.com/DavidLevitz/overview,1,journalist,https://graphtreon.com/creator/DavidLevitz,David Levitz,Music,4,91.74,month,0,5483,16719,71396,389,5397910
deeculp,https://www.patreon.com/deeculp/overview,1,journalist,https://graphtreon.com/creator/deeculp,Dee Culp,Video,4,20.35,month,0,,906,399,94,248893
INN,https://www.patreon.com/INN/overview,1,reporter,https://graphtreon.com/creator/INN,INN,Games,4,16.21,month,0,,1561,,,
wordofthenerd,https://www.patreon.com/wordofthenerd/overview,1,journalism,https://graphtreon.com/creator/wordofthenerd,Word of the Nerd,Podcasts,4,5.98,month,0,4023,2300,156,295,51257
doughanchard,https://www.patreon.com/doughanchard/overview,1,investigation,https://graphtreon.com/creator/doughanchard,Doug Hanchard,Writing,4,31.5,Per Month,0,,359,,,
anislamicview,https://www.patreon.com/anislamicview/overview,2,journalism;reporting,https://graphtreon.com/creator/anislamicview,An Islamic View,,3,31.32,month,0,,74,,,
archcomix,https://www.patreon.com/archcomix/overview,2,journalism;investigative,https://graphtreon.com/creator/archcomix,Archcomix,Comics,4,14.53,month,0,378,3432,,,
archcomix,https://www.patreon.com/archcomix/overview,2,journalism;investigative,https://graphtreon.com/creator/archcomix,Archcomix,Comics,4,14.53,month,0,378,3432,,,
BPvsWorld,https://www.patreon.com/BPvsWorld/overview,1,journalism,https://graphtreon.com/creator/BPvsWorld,Brian Powers vs the World,Adult Podcasts,4,11.7,A weekly politically influenced comedy podcast.,1,,47,,,
RickWood,https://www.patreon.com/RickWood/overview,2,journalist;reporting,https://graphtreon.com/creator/RickWood,Rick Wood,Writing,4,58.91,month,0,,1603,44,18,10513
theshotcaller,https://www.patreon.com/theshotcaller/overview,1,journalism,https://graphtreon.com/creator/theshotcaller,The Shotcaller Magazine,Magazine,4,21.6,every issue of The Shotcaller,0,,,,,
mad_cat,https://www.patreon.com/mad_cat/overview,1,journalist,https://graphtreon.com/creator/mad_cat,mad_cat,Video,4,39.95,month,0,,968,551,414,78555
stateofdaniel,https://www.patreon.com/stateofdaniel/overview,1,journalism,https://graphtreon.com/creator/stateofdaniel,StateOfDaniel,Video,4,38.7,creation,0,2417,4592,21821,170,5918907
stateofdaniel,https://www.patreon.com/stateofdaniel/overview,1,journalism,https://graphtreon.com/creator/stateofdaniel,StateOfDaniel,Video,4,38.7,creation,0,2417,4592,21821,170,5918907
carrhunger,https://www.patreon.com/carrhunger/overview,1,reporter,https://graphtreon.com/creator/carrhunger,CarrHunger,Video,4,,month,0,1057,476,5,10,802
uyd,https://www.patreon.com/uyd/overview,1,journalist,https://graphtreon.com/creator/uyd,Tayo Rockson,Podcasts,4,11.41,month,0,,,425,53,25620
PhoenixBlue,https://www.patreon.com/PhoenixBlue/overview,1,journalist,https://graphtreon.com/creator/PhoenixBlue,Donald S. Branum,Writing,4,12.6,short story,0,,504,,,
PhoenixBlue,https://www.patreon.com/PhoenixBlue/overview,1,journalist,https://graphtreon.com/creator/PhoenixBlue,Donald S. Branum,Writing,4,12.6,short story,0,,504,,,
JohnIngle,https://www.patreon.com/JohnIngle/overview,1,investigation,https://graphtreon.com/creator/JohnIngle,John Ingle,Adult Writing,4,36.14,month,1,,329,,,
SpaceLounge,https://www.patreon.com/SpaceLounge/overview,1,journalist,https://graphtreon.com/creator/SpaceLounge,Zack Orr,Music,4,21.55,month,0,890,321,60,305,11133
womenintech,https://www.patreon.com/womenintech/overview,1,journalist,https://graphtreon.com/creator/womenintech,Espree Devora,Podcasts,4,,each podcast episode,0,342,28751,,,
jeffreifman,https://www.patreon.com/jeffreifman/overview,2,journalist;reporting,https://graphtreon.com/creator/jeffreifman,Jeff Reifman,Writing,4,3.6,medium and longer essays and tutorials,0,28,3962,,,
davidn,https://www.patreon.com/davidn/overview,1,journalist,https://graphtreon.com/creator/davidn,David N (David Nathan),Writing,4,,month,0,457,1150,29,33,3321
americanwhereabouts,https://www.patreon.com/americanwhereabouts/overview,2,journalist;investigation,https://graphtreon.com/creator/americanwhereabouts,Nathan J. Comp,Podcasts,4,,creation,0,139,,,,
STANDUPFORSTANDINGROCK,https://www.patreon.com/STANDUPFORSTANDINGROCK/overview,1,journalist,https://graphtreon.com/creator/STANDUPFORSTANDINGROCK,Michelle O'Shea,Video,4,15.3,Video footage of the trip and Presence at Standing Rock North Da,0,5667,,,,
biblicalremainspodcast,https://www.patreon.com/biblicalremainspodcast/overview,1,reporting,https://graphtreon.com/creator/biblicalremainspodcast,Larry Largent,Podcasts,4,27.76,month,0,,179,,,
janetjay,https://www.patreon.com/janetjay/overview,1,journalism,https://graphtreon.com/creator/janetjay,Janet Jay,Writing,4,17.82,month,0,208,647,,,
thepeoplesbounty,https://www.patreon.com/thepeoplesbounty/overview,4,journalism;journalist;reporting;investigative,https://graphtreon.com/creator/thepeoplesbounty,The People's Bounty,,4,199.8,Trump's Tax Returns,0,,2,,,
bamul,https://www.patreon.com/bamul/overview,1,journalism,https://graphtreon.com/creator/bamul,Bamul,Video,4,9.01,month,0,14,5,1888,64,2262101
SuperGamingQuiz,https://www.patreon.com/SuperGamingQuiz/overview,1,journalist,https://graphtreon.com/creator/SuperGamingQuiz,Super Gaming Quiz Alpha Turbo,Games,4,16.65,podcast episode,0,,86,,,
freetherapywithshane,https://www.patreon.com/freetherapywithshane/overview,1,journalist,https://graphtreon.com/creator/freetherapywithshane,Free Therapy with Shane,Music,4,66.26,month,0,109,,,,
agameaweek,https://www.patreon.com/agameaweek/overview,1,reporting,https://graphtreon.com/creator/agameaweek,Gideon Hoogeveen,Games,4,21.8,month,0,,,,,
bsidemagazine,https://www.patreon.com/bsidemagazine/overview,1,journalist,https://graphtreon.com/creator/bsidemagazine,BSide Magazine,Magazine,4,11.8,month,0,4603,,,,
theearthquakeguy,https://www.patreon.com/theearthquakeguy/overview,1,reporting,https://graphtreon.com/creator/theearthquakeguy,The Earthquake Guy,Video,4,6.76,month,0,7781,,,,
ParaAbnormal,https://www.patreon.com/ParaAbnormal/overview,1,investigation,https://graphtreon.com/creator/ParaAbnormal,ParaAbnormal,Video,4,121.34,month,0,1023,1484,478,49,901699
thejournalist306,https://www.patreon.com/thejournalist306/overview,3,journalist;reporter;reporting,https://graphtreon.com/creator/thejournalist306,The Journalist,Music,4,208.71,Album ,0,536,216,59,10,2506
icedancecom,https://www.patreon.com/icedancecom/overview,1,journalist,https://graphtreon.com/creator/icedancecom,Ice-dance.com,Dance & Theater,4,31.48,month,0,4808,6931,,,
flohjoe,https://www.patreon.com/flohjoe/overview,1,reporting,https://graphtreon.com/creator/flohjoe,flohjoe,Video,4,,INSPIRATION,0,,176,0,11,908
marcuskdowling,https://www.patreon.com/marcuskdowling/overview,1,journalist,https://graphtreon.com/creator/marcuskdowling,Marcus K. Dowling,Video,4,2.69,month,0,,,,,
haimbodek,https://www.patreon.com/haimbodek/overview,2,reporter;investigation,https://graphtreon.com/creator/haimbodek,Haim Bodek,,3,,month,0,,,1394,13,137306
JustInNews,https://www.patreon.com/JustInNews/overview,1,journalist,https://graphtreon.com/creator/JustInNews,Just In News,Podcasts,4,17.48,month,0,,24067,,,
neozeno,https://www.patreon.com/neozeno/overview,1,journalist,https://graphtreon.com/creator/neozeno,NeoZeno,,4,,month,0,5,28,,,
traumababy,https://www.patreon.com/traumababy/overview,1,reporting,https://graphtreon.com/creator/traumababy,Trauma Baby Recovery Packages,,4,40.62,month,0,46,,,,
classicalideaspodcast,https://www.patreon.com/classicalideaspodcast/overview,1,journalist,https://graphtreon.com/creator/classicalideaspodcast,The Classical Ideas Podcast,Podcasts,4,2.56,month,0,1050,,38,50,2118
zekh,https://www.patreon.com/zekh/overview,1,investigation,https://graphtreon.com/creator/zekh,Zekh Astram,Writing,3,6.52,month,0,,237,,,
TGEink,https://www.patreon.com/TGEink/overview,1,reporter,https://graphtreon.com/creator/TGEink,The Green Economy,Magazine,4,,month,0,1154,1572,2,10,813
JimmyPurcell,https://www.patreon.com/JimmyPurcell/overview,1,journalism,https://graphtreon.com/creator/JimmyPurcell,Jimmy Purcell,Comics,4,27.6,month,0,104,470,33,21,2656
rgr,https://www.patreon.com/rgr/overview,1,reporter,https://graphtreon.com/creator/rgr,Retro Gaming RoundUp,Games,4,5.28,month,0,3025,1835,129,63,6168
brewhoppin,https://www.patreon.com/brewhoppin/overview,1,journalism,https://graphtreon.com/creator/brewhoppin,Brewhoppin,Video,4,87.13,month,0,164,300,,,
setr,https://www.patreon.com/setr/overview,1,journalist,https://graphtreon.com/creator/setr,Southeastern Trail Runner Podcast,Podcasts,4,14.11,month,0,217,1874,14,22,447
dreamonmaddie,https://www.patreon.com/dreamonmaddie/overview,1,journalist,https://graphtreon.com/creator/dreamonmaddie,Maddie Drury,Video,4,9.38,month,0,,1636,10973,29,141987
tildadalunde,https://www.patreon.com/tildadalunde/overview,1,investigation,https://graphtreon.com/creator/tildadalunde,Tilda Dalunde,Writing,4,58.54,month,0,,,,,
marauderex,https://www.patreon.com/marauderex/overview,1,journalism,https://graphtreon.com/creator/marauderex,MarauderEX,Video,4,10.92,month,0,,125,3131,3367,1698321
